type,question,oracle_response
personal_finance,"Why is financial journaling valuable? How does it track behavior? What benefits come from it?","Financial journaling records spending habits and emotional triggers. It highlights patterns that may harm your goals. Benefits include improved awareness and better financial choices."
personal_finance,"What is dollar depreciation, and how does it affect everyday people? Why does it matter internationally? How can it impact investing?","Dollar depreciation means your money buys less abroad. Internationally, it makes imports costlier and affects trade. Investors may see reduced returns from foreign assets when the dollar weakens."
personal_finance,"Why should you review your net worth regularly? How does it reflect financial progress? What actions follow from it?","Net worth tracks assets minus debts, showing your financial health. Reviewing highlights growth or setbacks over time. It guides adjustments to spending, saving, or investing."
personal_finance,"What is risk tolerance in investing, and why does it matter? How do you measure it? How does it shape your portfolio?","Risk tolerance is your comfort level with losses. It’s measured by assessing financial goals and emotional resilience. It shapes portfolios by balancing safe and risky assets."
personal_finance,"Why should you separate personal and business finances? How can mixing them create problems? What’s the benefit of keeping them apart?","Mixing finances complicates taxes and legal liability. It creates confusion and risks personal assets. Keeping them apart protects you and improves clarity."
personal_finance,"What is the difference between term and whole life insurance? Why does cost matter? Which is better for most people?","Term life provides cheap coverage for a fixed time, while whole life is permanent and costly. Cost matters because whole life can strain budgets. For most people, term life provides sufficient affordable protection."
personal_finance,"Why is reviewing bills monthly important? How does it catch errors? What savings can it bring?","Monthly bill reviews help you spot mistakes or unnecessary charges. They also highlight subscriptions you no longer use. Canceling them saves money and streamlines expenses."
personal_finance,"What is financial resilience, and how do you build it? Why is it valuable? How can it prevent crises?","Financial resilience is the ability to recover from setbacks. It’s built through savings, insurance, and good planning. It prevents crises from turning into long-term struggles."
personal_finance,"Why should you avoid impulse spending? How does marketing trigger it? What strategies help resist it?","Impulse spending drains money from goals like savings. Marketing tricks often push emotional purchases. Strategies like waiting 24 hours before buying help resist it."
personal_finance,"What are target-date funds, and why are they convenient? How do they change over time? What drawbacks exist?","Target-date funds adjust investments from risky to safe as retirement nears. They’re convenient because they automate rebalancing. Drawbacks include higher fees and generic strategies that may not fit everyone."
personal_finance,"Why is retirement planning critical even for young workers? How does compounding benefit them? What happens if they delay?","Young workers have decades for their money to grow. Compounding multiplies even small contributions. Delaying means saving much more later to catch up."
personal_finance,"What is liquidity in investing, and why is it important? How does it affect access? What happens with illiquid assets?","Liquidity measures how quickly you can turn investments into cash. High liquidity gives flexibility in emergencies. Illiquid assets may trap money, limiting access when needed."
personal_finance,"Why should you compare mortgage types carefully? How do terms affect affordability? What’s the impact long-term?","Mortgage types vary in rates, terms, and structures. These differences affect monthly payments and overall costs. Choosing wisely can save tens of thousands over time."
personal_finance,"What is a guarantor loan, and how does it work? Why is it risky for guarantors? How can it affect families?","A guarantor loan uses someone else’s promise to back repayment. If the borrower defaults, the guarantor must pay. This financial strain can damage relationships."
personal_finance,"Why should you limit auto loan terms? How do long terms affect costs? What’s the better strategy?","Long auto loans lower monthly payments but increase interest costs. They may also outlast the car’s useful life. Shorter terms save money overall."
personal_finance,"What is diversification by industry, and why is it recommended? How does it protect investors? What happens if you ignore it?","Industry diversification spreads investments across sectors like tech or healthcare. It protects portfolios from downturns in one industry. Ignoring it risks heavy losses if one sector crashes."
personal_finance,"Why should you avoid withdrawing 401(k) funds early? How do penalties impact savings? What alternatives exist?","Early withdrawals carry penalties and taxes. They also shrink your retirement balance permanently. Alternatives like loans or hardship withdrawals may be better options."
personal_finance,"What is tax-loss harvesting, and how does it work? Why do investors use it at year-end? What risks should you consider before doing it?","Tax-loss harvesting involves selling investments at a loss to offset taxable gains. Investors often use it at year-end to lower tax bills and improve net returns. Risks include accidentally violating wash-sale rules, which cancel the tax benefit."
personal_finance,"Why is having multiple bank accounts sometimes recommended? How does it improve budgeting? What problems can too many accounts cause?","Multiple accounts help separate funds for goals like bills, savings, and emergencies. This improves organization and makes sticking to budgets easier. However, too many accounts may complicate tracking and lead to missed payments."
literature,"Which author wrote about Celie’s journey from abuse to self-discovery? It blends hardship with resilience.","Alice Walker wrote The Color Purple, which won the Pulitzer Prize for Fiction."
literature,"Who wrote a classic novel about a shipwrecked sailor surviving alone? He spends decades on a deserted island.","Daniel Defoe wrote Robinson Crusoe, one of the first English novels."
literature,"Which play features Prospero, a sorcerer on an enchanted island? It includes themes of forgiveness and power.","William Shakespeare wrote The Tempest, often considered his final play."
literature,"Who wrote a novel about a plague in the city of Oran? It reflects on suffering, solidarity, and absurdism.","Albert Camus wrote The Plague, a powerful allegory of human endurance."
literature,"Which English poet wrote 'The Tyger'? Its burning imagery questions divine creation.","William Blake wrote The Tyger, from his Songs of Experience."
literature,"Who created the character Leopold Bloom? His wandering forms the backbone of a modernist masterpiece.","James Joyce wrote Ulysses, set entirely in Dublin on June 16, 1904."
literature,"Which American novel opens with 'In my younger and more vulnerable years'? It reflects the moral emptiness of the Jazz Age.","F. Scott Fitzgerald wrote The Great Gatsby, a critique of wealth and longing."
literature,"Who wrote the play A Streetcar Named Desire? Blanche DuBois seeks refuge but finds tragedy.","Tennessee Williams wrote A Streetcar Named Desire, a key work of American drama."
literature,"Which poet asked 'Do I dare disturb the universe?' His poem captures modern anxiety.","T.S. Eliot wrote The Love Song of J. Alfred Prufrock, a modernist classic."
literature,"Who wrote the novel about Bigger Thomas in 1930s Chicago? It highlights systemic racism and poverty.","Richard Wright wrote Native Son, a landmark in African American literature."
literature,"Which epic poem describes Achilles’ wrath at Troy? It begins with a quarrel that changes the course of the war.","Homer wrote The Iliad, one of the oldest surviving works of literature."
literature,"Who wrote the chilling story of Dr. Jekyll and Mr. Hyde? It explores duality and hidden darkness.","Robert Louis Stevenson wrote Strange Case of Dr Jekyll and Mr Hyde, a gothic novella."
literature,"Which novel follows Ralph, Piggy, and stranded boys on an island? Their fragile society descends into savagery.","William Golding wrote Lord of the Flies, a parable of human nature."
literature,"Who wrote a satirical novel where Gulliver meets tiny people and giants? It critiques society through fantasy travels.","Jonathan Swift wrote Gulliver’s Travels, blending satire and adventure."
literature,"Which poet wrote 'Do not go gentle into that good night'? It is a plea against the quiet acceptance of death.","Dylan Thomas wrote Do Not Go Gentle into That Good Night, a villanelle."
literature,"Who wrote the bleak dystopia Fahrenheit 451? It imagines a world where books are burned and thinking is dangerous.","Ray Bradbury wrote Fahrenheit 451, a classic of mid-20th-century science fiction."
literature,"Which Russian writer created Ivan Karamazov and his brothers? Their story questions morality, faith, and justice.","Fyodor Dostoevsky wrote The Brothers Karamazov, his last novel."
literature,"Who wrote the novel about Okonkwo in Nigeria? It explores tradition, masculinity, and colonialism.","Chinua Achebe wrote Things Fall Apart, a foundational African novel."
literature,"Which Shakespeare play features the mischievous sprite Puck? Lovers’ lives are entangled in a magical forest.","William Shakespeare wrote A Midsummer Night’s Dream, a beloved comedy."
literature,"Who wrote the American naturalist novel about a dog named Buck? He is torn between civilization and the wild.","Jack London wrote The Call of the Wild, inspired by the Klondike Gold Rush."
literature,"Which poet wrote 'Ode on a Grecian Urn'? It reflects on art, beauty, and permanence.","John Keats wrote Ode on a Grecian Urn, a central work of Romantic poetry."
literature,"Who wrote the magical novel about a boy wizard at a boarding school? It became a worldwide phenomenon.","J.K. Rowling wrote the Harry Potter series, starting with Harry Potter and the Philosopher’s Stone."
literature,"Which French novel is set during the Revolution of 1832? It portrays barricades, love, and sacrifice.","Victor Hugo wrote Les Misérables, weaving history with human drama."
literature,"Who wrote the semi-autobiographical novel about Stephen Dedalus? It portrays his growth as an artist.","James Joyce wrote A Portrait of the Artist as a Young Man, a key modernist work."
literature,"Which American author created the character Ishmael? His voyage with Captain Ahab defines the novel.","Herman Melville wrote Moby-Dick, a tale of obsession and fate."
literature,"Who wrote the novel White Teeth about immigrant families in London? It blends humor with cultural identity.","Zadie Smith wrote White Teeth, her celebrated debut novel."
literature,"Which poet wrote 'The Second Coming'? It envisions a world spinning out of control.","W.B. Yeats wrote The Second Coming, one of his most quoted poems."
literature,"Who wrote the metafictional novel If on a Winter’s Night a Traveler? It addresses the act of reading itself.","Italo Calvino wrote If on a Winter’s Night a Traveler, a postmodern masterpiece."
literature,"Which novelist created Humbert Humbert and his obsession with Lolita? It caused scandal and debate.","Vladimir Nabokov wrote Lolita, both praised and controversial."
literature,"Who wrote the Japanese novel The Tale of Genji? It is considered the world’s first novel.","Murasaki Shikibu wrote The Tale of Genji in the 11th century."
literature,"Which play features the tragic Roman lovers who die together? Their tale has inspired countless adaptations.","William Shakespeare wrote Antony and Cleopatra, a Roman tragedy."
literature,"Who wrote the magical realist novel Love in the Time of Cholera? It tells of love that waits for decades.","Gabriel García Márquez wrote Love in the Time of Cholera, blending romance and time."
literature,"Which American novel follows Sethe, haunted by her past in slavery? A ghostly child embodies her trauma.","Toni Morrison wrote Beloved, one of the greatest American novels."
literature,"Who wrote the story of a boy who never grows up and flies in Neverland? He battles Captain Hook.","J.M. Barrie wrote Peter Pan, a children’s classic."
literature,"Which epic poem tells of Odysseus’s return from Troy? He faces monsters, gods, and temptations.","Homer wrote The Odyssey, a timeless adventure."
literature,"Who wrote the dystopia Animal Farm? It allegorizes the Russian Revolution with talking animals.","George Orwell wrote Animal Farm, a political satire."
literature,"Which novel begins with 'Call me Ishmael'? It tells of whaling, obsession, and the sea.","Herman Melville wrote Moby-Dick, a cornerstone of American literature."
literature,"Who wrote the American poem 'Harlem'? It asks what happens to a dream deferred.","Langston Hughes wrote Harlem, central to the Harlem Renaissance."
literature,"Which play includes the character Shylock? His demand for a pound of flesh shapes the drama.","William Shakespeare wrote The Merchant of Venice, a controversial comedy."
literature,"Who wrote The God of Small Things? It follows twins in India and their fractured family.","Arundhati Roy wrote The God of Small Things, which won the Booker Prize."
literature,"Which poem is subtitled 'A Vision in a Dream'? It describes a pleasure dome in Xanadu.","Samuel Taylor Coleridge wrote Kubla Khan, inspired by opium-induced visions."
literature,"Who wrote the children’s story about Winnie-the-Pooh? The bear lives in the Hundred Acre Wood.","A.A. Milne wrote Winnie-the-Pooh, beloved worldwide."
literature,"Which Russian author wrote Fathers and Sons? It introduces the character Bazarov, a nihilist.","Ivan Turgenev wrote Fathers and Sons, a novel of generational conflict."
literature,"Who wrote the medieval romance about Sir Gawain and a mysterious knight? It tests honor and bravery.","The anonymous poet known as the Pearl Poet wrote Sir Gawain and the Green Knight."
literature,"Which novel features the March sisters growing up during the Civil War? It portrays their family life and struggles.","Louisa May Alcott wrote Little Women, a cherished classic."
literature,"Who wrote the novel The Road about a father and son in a bleak world? It is a tale of survival and love.","Cormac McCarthy wrote The Road, which won the Pulitzer Prize."
literature,"Which poet wrote 'Ode to the West Wind'? It praises nature’s power and revolutionary spirit.","Percy Bysshe Shelley wrote Ode to the West Wind, a Romantic classic."
literature,"Who wrote the children’s fantasy about hobbits, dragons, and treasure? It precedes The Lord of the Rings.","J.R.R. Tolkien wrote The Hobbit, a classic adventure tale."
literature,"Which Japanese author wrote Norwegian Wood? It explores love and loss in 1960s Tokyo.","Haruki Murakami wrote Norwegian Wood, a modern bestseller."
literature,"Who wrote the allegory about a man journeying from the City of Destruction to the Celestial City? It is filled with spiritual symbolism.","John Bunyan wrote The Pilgrim’s Progress, a Christian classic."
literature,"Which American writer penned Uncle Tom’s Cabin? It fueled abolitionist sentiment before the Civil War.","Harriet Beecher Stowe wrote Uncle Tom’s Cabin, a socially influential novel."
literature,"Who wrote the surreal play about characters trapped in a room? Its message is that 'hell is other people.'","Jean-Paul Sartre wrote No Exit, a key existentialist play."
literature,"Which poet wrote 'Annabel Lee'? It mourns a lost love with haunting rhythm.","Edgar Allan Poe wrote Annabel Lee, one of his last poems."
literature,"Who wrote the play The Crucible? It uses the Salem witch trials as an allegory for McCarthyism.","Arthur Miller wrote The Crucible, a defining work of American drama."
literature,"Which author created Miss Marple, the elderly detective? She solves mysteries in English villages.","Agatha Christie created Miss Marple, one of her famous sleuths."
literature,"Who wrote the science fiction novel Dune? It tells of desert planets, spice, and political intrigue.","Frank Herbert wrote Dune, a landmark of science fiction."
literature,"Which play includes Falstaff, a comical knight? He appears in multiple works.","William Shakespeare wrote Henry IV, where Falstaff is most prominent."
literature,"Who wrote the contemporary novel The Kite Runner? It follows friendship, betrayal, and redemption.","Khaled Hosseini wrote The Kite Runner, set in Afghanistan."
literature,"Which poet wrote 'Fern Hill'? It recalls childhood with lyrical intensity.","Dylan Thomas wrote Fern Hill, a nostalgic ode."
literature,"Who wrote the Booker Prize–winning novel Midnight’s Children? It parallels India’s independence with magical realism.","Salman Rushdie wrote Midnight’s Children, a postcolonial masterpiece."
literature,"Which Russian dramatist wrote The Cherry Orchard? It portrays changing social classes in Russia.","Anton Chekhov wrote The Cherry Orchard, his last play."
literature,"Who wrote the novel Americanah? It explores love, race, and migration.","Chimamanda Ngozi Adichie wrote Americanah, a contemporary classic."
literature,"Which poet wrote 'My Last Duchess'? It is a dramatic monologue of jealousy and power.","Robert Browning wrote My Last Duchess, a hallmark of Victorian poetry."
literature,"Who wrote the gothic short story The Lottery? Its shocking ending critiques tradition.","Shirley Jackson wrote The Lottery, a chilling tale."
literature,"Which American writer created the character Nick Adams in many stories? He reflects themes of war and masculinity.","Ernest Hemingway created Nick Adams, appearing across his short fiction."
literature,"Who wrote Slouching Towards Bethlehem? It is a collection of essays about California and culture.","Joan Didion wrote Slouching Towards Bethlehem, a classic of New Journalism."
literature,"Which playwright wrote Long Day’s Journey into Night? It portrays addiction and family tensions.","Eugene O’Neill wrote Long Day’s Journey into Night, a Pulitzer-winning play."
literature,"Who wrote the novel Ceremony about Native American identity? It blends myth and modern life.","Leslie Marmon Silko wrote Ceremony, an important Native American novel."
literature,"Which poet wrote 'Stopping by Woods on a Snowy Evening'? Its simple language conceals deep meaning.","Robert Frost wrote it, one of his most famous works."
literature,"Who wrote the novel Disgrace about a professor in South Africa? It examines post-apartheid tensions.","J.M. Coetzee wrote Disgrace, which won the Booker Prize."
literature,"Which children’s book introduces Paddington Bear? He comes from Peru with a suitcase.","Michael Bond wrote A Bear Called Paddington, starting the beloved series."
literature,"Who wrote To the Lighthouse? It follows the Ramsay family over time.","Virginia Woolf wrote To the Lighthouse, a modernist classic."
literature,"Which poet wrote 'Ode to a Skylark'? It celebrates the bird’s song as pure inspiration.","Percy Bysshe Shelley wrote Ode to a Skylark, a Romantic ode."
literature,"Who wrote the African novel Half of a Yellow Sun? It portrays the Biafran War.","Chimamanda Ngozi Adichie wrote Half of a Yellow Sun, which won the Orange Prize."
literature,"Which American novelist wrote The Corrections? It examines a dysfunctional Midwestern family.","Jonathan Franzen wrote The Corrections, a major contemporary novel."
literature,"Who wrote the play Rosencrantz and Guildenstern Are Dead? It reimagines minor characters from Hamlet.","Tom Stoppard wrote Rosencrantz and Guildenstern Are Dead, a postmodern play."
literature,"Which poet wrote 'Howl'? Its publication sparked obscenity trials.","Allen Ginsberg wrote Howl, a defining work of the Beat Generation."
literature,"Who wrote the children’s fantasy His Dark Materials? It includes The Golden Compass.","Philip Pullman wrote His Dark Materials, a celebrated trilogy."
literature,"Which author wrote Bel Canto? It follows a hostage crisis where music creates connection.","Ann Patchett wrote Bel Canto, which won the Orange Prize."
literature,"Who wrote the fantasy series A Song of Ice and Fire? It inspired a famous TV show.","George R.R. Martin wrote A Song of Ice and Fire, starting with A Game of Thrones."
literature,"Which poet wrote 'Because I could not stop for Death'? It personifies death as a polite suitor.","Emily Dickinson wrote it, one of her most anthologized poems."
literature,"Who wrote Infinite Jest? It is sprawling, complex, and explores addiction and entertainment.","David Foster Wallace wrote Infinite Jest, a landmark of postmodern literature."
literature,"Which playwright wrote Waiting for Godot? It shows two men endlessly waiting in absurdity.","Samuel Beckett wrote Waiting for Godot, a seminal work of absurdist theatre."
literature,"Who wrote the novel The Stranger about Meursault? It reflects existential themes of absurdity and detachment.","Albert Camus wrote The Stranger, a cornerstone of existentialist literature."
literature,"Which poet wrote the collection Ariel? The verses reflect intensity, imagery, and a struggle with identity.","Sylvia Plath wrote Ariel, published posthumously."
literature,"Who created the character Hercule Poirot solving mysteries with logic? He appears in dozens of detective novels.","Agatha Christie created Hercule Poirot, one of the most famous fictional detectives."
literature,"Which American writer penned The Old Man and the Sea? It tells of a fisherman’s epic struggle with a marlin.","Ernest Hemingway wrote The Old Man and the Sea, which earned him the Nobel Prize."
literature,"Who wrote the play Macbeth? It follows ambition, murder, and the unraveling of conscience.","William Shakespeare wrote Macbeth, a tragedy of fate and guilt."
literature,"Which Victorian novel introduces Tess Durbeyfield? It explores purity, fate, and social injustice.","Thomas Hardy wrote Tess of the d’Urbervilles, a powerful critique of morality and class."
literature,"Who wrote the gothic tale about Count Dracula? It popularized vampire fiction and horror imagery.","Bram Stoker wrote Dracula, published in 1897."
literature,"Which American writer created the character Nick Carraway as narrator? He observes the mysterious Jay Gatsby.","F. Scott Fitzgerald wrote The Great Gatsby, narrated by Nick Carraway."
literature,"Who wrote the drama A Raisin in the Sun? It portrays the struggles of an African American family in Chicago.","Lorraine Hansberry wrote A Raisin in the Sun, a landmark play in American theater."
literature,"Which Russian playwright created Uncle Vanya? It captures rural ennui and personal frustration.","Anton Chekhov wrote Uncle Vanya, a drama of wasted lives."
literature,"Who wrote the fantasy novel The Lion, the Witch and the Wardrobe? Four siblings discover a magical world through a wardrobe.","C.S. Lewis wrote The Lion, the Witch and the Wardrobe, part of The Chronicles of Narnia."
literature,"Which American poet wrote 'The Road Not Taken'? The poem reflects choice and interpretation.","Robert Frost wrote The Road Not Taken, one of his most quoted works."
literature,"Who wrote the epic Beowulf? It tells of a hero fighting monsters and a dragon.","An unknown Anglo-Saxon poet wrote Beowulf, the oldest surviving English epic."
literature,"Which poet wrote 'Dover Beach'? It reflects uncertainty in a world without faith.","Matthew Arnold wrote Dover Beach, a Victorian meditation on loss."
literature,"Who wrote the play The Glass Menagerie? It portrays fragile dreams and family conflict.","Tennessee Williams wrote The Glass Menagerie, his breakthrough drama."
literature,"Which author wrote The Remains of the Day? It follows a butler reflecting on loyalty and missed chances.","Kazuo Ishiguro wrote The Remains of the Day, which won the Booker Prize."
literature,"Who wrote the children’s classic Charlotte’s Web? It tells of a pig saved by a spider’s clever words.","E.B. White wrote Charlotte’s Web, a story of friendship and loss."
literature,"Which French writer penned Madame Bovary? It tells of a woman’s romantic disillusionment and downfall.","Gustave Flaubert wrote Madame Bovary, often called the first modern novel."
literature,"Who wrote the American novel Blood Meridian? It portrays violence on the western frontier.","Cormac McCarthy wrote Blood Meridian, considered one of his masterpieces."
literature,"Which poet wrote 'O Captain! My Captain!'? It mourns the death of Abraham Lincoln.","Walt Whitman wrote O Captain! My Captain!, a famous elegy."
type,question,oracle_response
literature,"Who wrote the tragic story of two star-crossed lovers from Verona? The play begins with a prologue describing their doomed fate. By the end, both take their own lives.","William Shakespeare wrote Romeo and Juliet."
literature,"Which novel tells of a captain consumed by vengeance against a great whale? The narrator famously introduces himself at the very start. The journey explores obsession, fate, and the vastness of the sea.","Herman Melville wrote Moby-Dick."
literature,"Who created the brilliant detective who relies on logic and deduction? He is often accompanied by his loyal friend Dr. Watson. Together they solve mysteries in London and beyond.","Sir Arthur Conan Doyle created Sherlock Holmes."
literature,"Which classic follows Elizabeth Bennet as she navigates society and love? She clashes with Mr. Darcy in matters of pride. Ultimately, the novel celebrates growth, self-awareness, and romance.","Jane Austen wrote Pride and Prejudice."
literature,"Who wrote a dystopia where citizens are under the gaze of Big Brother? The protagonist, Winston Smith, works at the Ministry of Truth. The story warns of surveillance, propaganda, and loss of freedom.","George Orwell wrote 1984."
literature,"Which novel features Victor Frankenstein and the creature he brings to life? The experiment spirals into tragedy as the creature seeks acceptance. It is a tale of ambition, isolation, and consequences.","Mary Shelley wrote Frankenstein."
literature,"Who is known as the Bard of Avon, writing plays that span tragedies and comedies? His works include kings, fools, and star-crossed lovers. He remains the most performed playwright in the world.","William Shakespeare is the Bard of Avon."
literature,"Which story follows a boy’s adventures along the Mississippi River? He escapes his abusive father and travels with a runaway slave named Jim. The novel critiques race, freedom, and hypocrisy in society.","Mark Twain wrote Adventures of Huckleberry Finn."
literature,"Who wrote the monumental Russian novel about the Napoleonic Wars? It follows families like the Rostovs and Bezukhovs across years of struggle. Love, history, and destiny intertwine in its vast narrative.","Leo Tolstoy wrote War and Peace."
literature,"Which tale begins with the famous line 'It was the best of times, it was the worst of times'? The plot unfolds during the French Revolution. Themes of sacrifice and rebirth dominate the novel.","Charles Dickens wrote A Tale of Two Cities."
literature,"Who created the world of Middle-earth filled with hobbits, elves, and rings of power? His works blend mythology with invented languages. The trilogy shaped modern fantasy literature forever.","J.R.R. Tolkien wrote The Lord of the Rings."
literature,"Which play centers on a king who unknowingly kills his father and marries his mother? A prophecy reveals his tragic fate. The story has become the archetype of classical tragedy.","Sophocles wrote Oedipus Rex."
literature,"Who wrote the haunting poem of a man visited by a mysterious bird? The refrain 'Nevermore' echoes throughout. It symbolizes grief, despair, and madness.","Edgar Allan Poe wrote The Raven."
literature,"Which novel traces generations of the Buendía family in Macondo? Magical events coexist with everyday life. It reflects Colombia’s history through magical realism.","Gabriel García Márquez wrote One Hundred Years of Solitude."
literature,"Who created Ebenezer Scrooge, the miser visited by spirits? The tale unfolds over Christmas Eve. It is a story of redemption and transformation.","Charles Dickens wrote A Christmas Carol."
literature,"Which play ends with the line 'The rest is silence'? It follows a Danish prince torn between revenge and hesitation. Betrayal and tragedy mark the story’s end.","William Shakespeare wrote Hamlet."
literature,"Who wrote of a knight tilting at windmills, mistaking them for giants? His faithful squire, Sancho Panza, grounds him. The novel satirizes chivalry and dreams.","Miguel de Cervantes wrote Don Quixote."
literature,"Which dystopia imagines a world of drugs, conditioning, and social control? Citizens sacrifice individuality for stability. Its vision of engineered happiness remains unsettling.","Aldous Huxley wrote Brave New World."
literature,"Who wrote an epic poem about humanity’s fall from Eden? It portrays Satan’s rebellion and God’s justice. The work combines theology, politics, and poetry.","John Milton wrote Paradise Lost."
literature,"Which American novel follows the Joad family during the Dust Bowl? They migrate westward in search of a better life. The novel critiques inequality and corporate greed.","John Steinbeck wrote The Grapes of Wrath."
literature,"Who wrote the dark romance of Heathcliff and Catherine? The Yorkshire moors serve as a stormy backdrop. The story explores passion, revenge, and obsession.","Emily Brontë wrote Wuthering Heights."
literature,"Which play includes the monologue 'All the world’s a stage'? A melancholy character reflects on life’s stages. The play mixes wit, romance, and disguise.","William Shakespeare wrote As You Like It."
literature,"Who wrote the novel about Anna’s tragic love affair? Her story ends beneath the wheels of a train. It critiques society, passion, and hypocrisy.","Leo Tolstoy wrote Anna Karenina."
literature,"Which poet wrote the ode inspired by a nightingale’s song? It meditates on mortality and art. The poem remains a pinnacle of Romantic verse.","John Keats wrote Ode to a Nightingale."
literature,"Who wrote the play where characters wait endlessly by a tree? The one they await never arrives. The story embodies the absurdity of existence.","Samuel Beckett wrote Waiting for Godot."
literature,"Which French novel follows Jean Valjean from prison to redemption? The barricades of 1832 provide a backdrop. Themes of justice, love, and sacrifice dominate the narrative.","Victor Hugo wrote Les Misérables."
literature,"Who wrote the story of Holden Caulfield wandering New York? The teenager rails against phoniness and adulthood. It has become a defining novel of adolescence.","J.D. Salinger wrote The Catcher in the Rye."
literature,"Which play depicts Willy Loman’s downfall in pursuit of success? His illusions about the American Dream crumble. It remains one of the great American tragedies.","Arthur Miller wrote Death of a Salesman."
literature,"Who wrote the novel about Atticus Finch defending a black man? The trial unfolds through the eyes of Scout. It remains a cornerstone of American literature.","Harper Lee wrote To Kill a Mockingbird."
literature,"Which poet wrote the ancient epic about the wrath of Achilles? It begins with a quarrel between warriors. It is central to Western literary tradition.","Homer wrote The Iliad."
literature,"Who wrote the gothic tale of a Transylvanian vampire? The villain travels to England to spread terror. The novel shaped modern vampire lore.","Bram Stoker wrote Dracula."
literature,"Which Russian novel portrays Raskolnikov, a student turned murderer? His conscience torments him throughout. Themes of crime, guilt, and redemption dominate.","Fyodor Dostoevsky wrote Crime and Punishment."
literature,"Who wrote the collection of stories told by pilgrims on a journey? The tales cover love, trickery, and morality. They form the foundation of English literature.","Geoffrey Chaucer wrote The Canterbury Tales."
literature,"Which play portrays the rise and fall of a Scottish noble? Spurred by prophecy and ambition, he kills his king. Blood and madness haunt him and his wife.","William Shakespeare wrote Macbeth."
literature,"Who wrote the novel about Leopold Bloom’s wanderings in Dublin? The day unfolds with stream-of-consciousness narration. It is a landmark of modernist literature.","James Joyce wrote Ulysses."
literature,"Which American poet wrote Leaves of Grass, a collection of free verse? He sang of democracy, the body, and the soul. His style revolutionized poetry.","Walt Whitman wrote Leaves of Grass."
literature,"Who wrote of a young man who never ages while his portrait does? Beauty becomes both his gift and curse. The novel explores vanity and morality.","Oscar Wilde wrote The Picture of Dorian Gray."
literature,"Which Southern novel portrays a family’s tragic decline? The story is fragmented by multiple narrators. It helped redefine American modernism.","William Faulkner wrote The Sound and the Fury."
literature,"Who wrote a novel of brothers torn by faith, doubt, and morality? The courtroom drama drives its climax. It is the author’s philosophical masterpiece.","Fyodor Dostoevsky wrote The Brothers Karamazov."
literature,"Which modernist poem begins 'April is the cruellest month'? Its fragmented style reflects disillusionment. It remains one of the most influential works of the 20th century.","T.S. Eliot wrote The Waste Land."
literature,"Who wrote the novella about an old fisherman at sea? His epic battle with a marlin defines him. It won its author the Nobel Prize.","Ernest Hemingway wrote The Old Man and the Sea."
literature,"Which French novel features Quasimodo, the hunchback of Notre-Dame? The story mixes romance and tragedy. It critiques cruelty and celebrates compassion.","Victor Hugo wrote The Hunchback of Notre-Dame."
literature,"Who wrote the satirical novel about a man 'unstuck in time'? War, absurdity, and fate intertwine. It critiques violence with dark humor.","Kurt Vonnegut wrote Slaughterhouse-Five."
literature,"Which American novel follows Hester Prynne condemned for adultery? She wears a scarlet letter 'A' on her chest. Themes of sin, shame, and strength dominate.","Nathaniel Hawthorne wrote The Scarlet Letter."
literature,"Who wrote the comedy with lovers lost in a forest? Fairies meddle with their affairs. The play mixes magic, wit, and confusion.","William Shakespeare wrote A Midsummer Night’s Dream."
literature,"Which Nigerian novel tells of Okonkwo, a proud warrior? His life is disrupted by colonialism and change. It became a landmark in African literature.","Chinua Achebe wrote Things Fall Apart."
literature,"Who wrote the haunting poem about a journey with Death as a companion? The speaker calmly accepts the ride. The poem is both quiet and profound.","Emily Dickinson wrote Because I could not stop for Death."
literature,"Which novel follows a young girl’s adventures in a fantastical land? She encounters strange creatures and learns valuable lessons. It is a classic of children’s literature.","Lewis Carroll wrote Alice’s Adventures in Wonderland."
travel,"Why is Seoul a modern travel hotspot? What traditions remain strong in the city?","Seoul is a hotspot for its technology, shopping, and nightlife. Traditional palaces and markets show the city’s strong cultural roots."
travel,"What makes Nairobi unique as a capital city? What wildlife experience can you find nearby?","Nairobi is unique because it blends urban life with wildlife. Nairobi National Park, just outside the city, offers a safari experience."
travel,"Why do travelers visit St. Petersburg, Russia? What famous museum is there?","St. Petersburg is visited for its canals, palaces, and cultural heritage. The Hermitage Museum is one of the world’s largest and most famous."
travel,"What is the appeal of Istanbul’s Grand Bazaar? How old is it?","The Grand Bazaar is appealing for its thousands of shops and lively atmosphere. It has been operating since the 15th century."
travel,"Why is Angkor Wat in Cambodia significant? What makes it visually stunning?","Angkor Wat is the largest religious monument in the world. Its detailed carvings and sunrise views make it visually stunning."
travel,"What makes Rio de Janeiro’s beaches world-famous? What two are the most popular?","Rio’s beaches are known for their lively atmosphere and beauty. Copacabana and Ipanema are the most famous beaches."
travel,"Why is Budapest called the Pearl of the Danube? What feature divides the city?","Budapest earned the nickname for its beauty along the river. The Danube River divides the city into Buda and Pest."
travel,"What makes Machu Picchu difficult to access? How do most travelers get there?","Machu Picchu is high in the Andes and requires careful planning. Most travelers arrive by train to Aguas Calientes and then take a bus or hike."
travel,"Why is Dubai’s Palm Jumeirah special? What shape is it built in?","Palm Jumeirah is a man-made island known for luxury hotels and resorts. It is built in the shape of a giant palm tree."
